dispatch_id,if_loaded,n_types,dim_s,dim_m,dim_l,n_items
226332,1,2,7,12,17,1
226332,1,2,10,10,23,1
226333,1,13,5,17,36,1
226333,1,13,6,8,32,1
226333,1,13,6,13,31,1
226333,1,13,7,14,17,1
226333,1,13,8,10,27,1
226333,1,13,8,12,13,1
226333,1,13,9,18,21,1
226333,1,13,9,18,22,1
226333,1,13,10,12,14,1
226333,1,13,10,13,23,1
226333,1,13,10,17,30,1
226333,1,13,12,15,17,1
226333,1,13,13,14,14,1
226334,1,5,6,9,25,1
226334,1,5,11,14,32,1
226334,1,5,11,16,26,1
226334,1,5,11,17,31,1
226334,1,5,14,17,19,1
226335,1,5,6,9,25,1
226335,1,5,6,13,16,1
226335,1,5,10,14,23,1
226335,1,5,14,15,20,1
226335,1,5,14,17,19,1
226337,0,11,5,17,36,1
226337,0,11,7,7,27,1
226337,0,11,7,8,17,1
226337,0,11,10,12,14,1
226337,0,11,10,13,31,1
226337,0,11,10,15,35,1
226337,0,11,10,16,17,1
226337,0,11,11,16,27,1
226337,0,11,12,12,15,1
226337,0,11,12,14,27,1
226337,0,11,13,15,33,1
226338,1,12,5,17,36,1
226338,1,12,6,8,32,1
226338,1,12,6,10,26,1
226338,1,12,8,8,32,1
226338,1,12,8,11,12,1
226338,1,12,10,11,25,1
226338,1,12,10,12,14,1
226338,1,12,10,13,14,1
226338,1,12,10,17,30,1
226338,1,12,11,12,29,1
226338,1,12,11,15,27,1
226338,1,12,12,15,17,1
226339,1,8,6,13,31,1
226339,1,8,7,14,17,1
226339,1,8,8,10,27,1
226339,1,8,8,11,12,1
226339,1,8,9,18,22,1
226339,1,8,10,11,25,1
226339,1,8,11,12,29,1
226339,1,8,13,14,14,1
226341,1,11,6,8,32,1
226341,1,11,6,13,16,1
226341,1,11,6,13,31,1
226341,1,11,7,14,17,1
226341,1,11,8,10,27,1
226341,1,11,9,18,22,1
226341,1,11,10,14,23,1
226341,1,11,10,17,30,1
226341,1,11,12,15,17,1
226341,1,11,13,14,14,1
226341,1,11,14,15,20,1
226342,0,12,6,10,26,1
226342,0,12,8,8,32,1
226342,0,12,8,11,12,1
226342,0,12,8,12,13,1
226342,0,12,9,18,21,1
226342,0,12,10,11,25,1
226342,0,12,10,13,23,1
226342,0,12,11,12,29,1
226342,0,12,11,15,27,1
226342,0,12,11,18,23,1
226342,0,12,12,17,28,1
226342,0,12,15,17,31,1
226343,1,10,5,17,36,1
226343,1,10,6,8,32,1
226343,1,10,7,8,17,1
226343,1,10,9,18,22,1
226343,1,10,10,12,14,1
226343,1,10,10,15,35,1
226343,1,10,10,17,30,1
226343,1,10,12,14,27,1
226343,1,10,12,15,17,1
226343,1,10,13,14,14,1
226344,1,9,7,12,17,1
226344,1,9,8,11,12,1
226344,1,9,10,10,23,1
226344,1,9,10,11,25,1
226344,1,9,10,13,14,1
226344,1,9,11,12,29,1
226344,1,9,11,18,23,1
226344,1,9,12,17,28,1
226344,1,9,15,17,31,1
226345,1,10,5,6,26,1
226345,1,10,7,7,27,1
226345,1,10,7,8,17,1
226345,1,10,10,15,35,1
226345,1,10,10,16,17,1
226345,1,10,11,16,27,1
226345,1,10,12,12,15,1
226345,1,10,12,14,27,1
226345,1,10,13,14,22,1
226345,1,10,13,15,33,1
226346,1,9,6,13,31,1
226346,1,9,7,11,19,1
226346,1,9,7,14,17,1
226346,1,9,8,10,27,1
226346,1,9,8,12,13,1
226346,1,9,9,10,24,1
226346,1,9,9,18,21,1
226346,1,9,10,13,23,1
226346,1,9,13,17,33,1
226347,1,7,7,9,25,1
226347,1,7,7,11,19,1
226347,1,7,8,12,13,1
226347,1,7,9,17,36,1
226347,1,7,9,18,21,1
226347,1,7,10,13,13,1
226347,1,7,10,13,23,1
226348,1,8,6,9,25,1
226348,1,8,8,12,13,1
226348,1,8,9,18,21,1
226348,1,8,10,13,23,1
226348,1,8,11,14,32,1
226348,1,8,11,16,26,1
226348,1,8,11,17,31,1
226348,1,8,14,17,19,1
226350,1,7,7,7,27,1
226350,1,7,7,8,17,1
226350,1,7,10,13,31,1
226350,1,7,10,15,35,1
226350,1,7,10,16,17,1
226350,1,7,11,16,27,1
226350,1,7,12,14,27,1
226351,1,6,7,7,27,1
226351,1,6,10,13,31,1
226351,1,6,10,16,17,1
226351,1,6,11,16,27,1
226351,1,6,12,12,15,1
226351,1,6,13,15,33,1
226352,1,11,6,10,26,1
226352,1,11,7,11,19,1
226352,1,11,8,8,32,1
226352,1,11,8,11,12,1
226352,1,11,10,11,25,1
226352,1,11,10,13,14,1
226352,1,11,11,12,29,1
226352,1,11,11,15,27,1
226352,1,11,11,18,23,1
226352,1,11,12,17,28,1
226352,1,11,15,17,31,1
226353,0,13,6,10,26,1
226353,0,13,6,13,16,1
226353,0,13,8,8,32,1
226353,0,13,8,11,12,1
226353,0,13,10,11,25,1
226353,0,13,10,13,14,1
226353,0,13,10,14,23,1
226353,0,13,11,12,29,1
226353,0,13,11,15,27,1
226353,0,13,11,18,23,1
226353,0,13,12,17,28,1
226353,0,13,14,15,20,1
226353,0,13,15,17,31,1
226354,0,12,6,13,16,1
226354,0,12,7,7,27,1
226354,0,12,7,8,17,1
226354,0,12,10,13,31,1
226354,0,12,10,14,23,1
226354,0,12,10,15,35,1
226354,0,12,10,16,17,1
226354,0,12,11,16,27,1
226354,0,12,12,12,15,1
226354,0,12,12,14,27,1
226354,0,12,13,15,33,1
226354,0,12,14,15,20,1
226356,1,11,6,9,25,1
226356,1,11,6,13,16,1
226356,1,11,6,13,31,1
226356,1,11,7,14,17,1
226356,1,11,8,10,27,1
226356,1,11,10,14,23,1
226356,1,11,11,14,32,1
226356,1,11,11,16,26,1
226356,1,11,11,17,31,1
226356,1,11,14,15,20,1
226356,1,11,14,17,19,1
226357,1,7,5,17,36,1
226357,1,7,6,8,32,1
226357,1,7,9,18,22,1
226357,1,7,10,12,14,1
226357,1,7,10,17,30,1
226357,1,7,12,15,17,1
226357,1,7,13,14,14,1
226358,0,10,7,7,27,1
226358,0,10,7,8,17,1
226358,0,10,10,13,31,1
226358,0,10,10,15,35,1
226358,0,10,10,16,17,1
226358,0,10,11,16,27,1
226358,0,10,11,18,23,1
226358,0,10,12,14,27,1
226358,0,10,12,17,28,1
226358,0,10,15,17,31,1
226359,1,9,6,9,25,1
226359,1,9,7,7,27,1
226359,1,9,7,8,17,1
226359,1,9,10,13,31,1
226359,1,9,10,15,35,1
226359,1,9,10,16,17,1
226359,1,9,11,16,27,1
226359,1,9,12,14,27,1
226359,1,9,14,17,19,1
226360,1,7,7,11,19,1
226360,1,7,8,12,13,1
226360,1,7,9,10,24,1
226360,1,7,9,18,21,1
226360,1,7,10,13,23,1
226360,1,7,10,13,31,1
226360,1,7,13,17,33,1
226361,1,10,6,9,25,1
226361,1,10,7,7,27,1
226361,1,10,7,8,17,1
226361,1,10,10,15,35,1
226361,1,10,10,16,17,1
226361,1,10,11,16,27,1
226361,1,10,12,12,15,1
226361,1,10,12,14,27,1
226361,1,10,13,15,33,1
226361,1,10,14,17,19,1
226362,1,11,5,6,26,1
226362,1,11,7,9,25,1
226362,1,11,7,9,33,1
226362,1,11,7,12,17,1
226362,1,11,7,13,17,1
226362,1,11,8,9,14,1
226362,1,11,10,10,23,1
226362,1,11,10,13,13,1
226362,1,11,10,13,14,1
226362,1,11,11,13,26,1
226362,1,11,13,14,22,1
226363,1,13,5,6,26,1
226363,1,13,7,9,25,1
226363,1,13,7,9,33,1
226363,1,13,7,12,17,1
226363,1,13,7,13,17,1
226363,1,13,8,9,14,1
226363,1,13,8,11,12,1
226363,1,13,10,10,23,1
226363,1,13,10,11,25,1
226363,1,13,10,13,13,1
226363,1,13,11,12,29,1
226363,1,13,11,13,26,1
226363,1,13,13,14,22,1
226364,1,10,6,10,26,1
226364,1,10,8,8,32,1
226364,1,10,8,11,12,1
226364,1,10,8,12,13,1
226364,1,10,9,18,21,1
226364,1,10,10,11,25,1
226364,1,10,10,13,14,1
226364,1,10,10,13,23,1
226364,1,10,11,12,29,1
226364,1,10,11,15,27,1
226365,1,9,6,13,16,1
226365,1,9,7,11,19,1
226365,1,9,8,12,13,1
226365,1,9,9,10,24,1
226365,1,9,9,18,21,1
226365,1,9,10,13,23,1
226365,1,9,10,14,23,1
226365,1,9,13,17,33,1
226365,1,9,14,15,20,1
226366,1,9,5,17,36,1
226366,1,9,6,8,32,1
226366,1,9,6,9,25,1
226366,1,9,9,18,22,1
226366,1,9,10,12,14,1
226366,1,9,10,17,30,1
226366,1,9,12,15,17,1
226366,1,9,13,14,14,1
226366,1,9,14,17,19,1
226367,0,12,5,6,26,1
226367,0,12,6,11,34,1
226367,0,12,7,9,33,1
226367,0,12,7,12,29,1
226367,0,12,8,12,13,1
226367,0,12,9,10,24,1
226367,0,12,9,11,35,1
226367,0,12,9,17,36,1
226367,0,12,9,18,21,1
226367,0,12,10,13,23,1
226367,0,12,13,14,22,1
226367,0,12,13,17,33,1
226368,0,11,6,9,25,1
226368,0,11,8,12,13,1
226368,0,11,9,10,24,1
226368,0,11,9,17,36,1
226368,0,11,9,18,21,1
226368,0,11,10,13,23,1
226368,0,11,11,14,32,1
226368,0,11,11,16,26,1
226368,0,11,11,17,31,1
226368,0,11,13,17,33,1
226368,0,11,14,17,19,1
226369,1,3,5,17,36,1
226369,1,3,7,11,19,1
226369,1,3,10,12,14,1
226370,1,13,5,17,36,1
226370,1,13,6,8,32,1
226370,1,13,6,13,31,1
226370,1,13,7,14,17,1
226370,1,13,8,10,27,1
226370,1,13,8,11,12,1
226370,1,13,9,18,22,1
226370,1,13,10,11,25,1
226370,1,13,10,12,14,1
226370,1,13,10,17,30,1
226370,1,13,11,12,29,1
226370,1,13,12,15,17,1
226370,1,13,13,14,14,1
226371,0,10,7,11,19,1
226371,0,10,8,12,13,1
226371,0,10,9,10,24,1
226371,0,10,9,17,36,1
226371,0,10,9,18,21,1
226371,0,10,10,13,23,1
226371,0,10,11,18,23,1
226371,0,10,12,17,28,1
226371,0,10,13,17,33,1
226371,0,10,15,17,31,1
226372,1,16,5,6,26,1
226372,1,16,6,11,34,1
226372,1,16,7,7,27,1
226372,1,16,7,9,25,1
226372,1,16,7,9,33,1
226372,1,16,7,12,17,1
226372,1,16,7,12,29,1
226372,1,16,7,13,17,1
226372,1,16,8,9,14,1
226372,1,16,9,11,35,1
226372,1,16,10,10,23,1
226372,1,16,10,13,13,1
226372,1,16,10,16,17,1
226372,1,16,11,13,26,1
226372,1,16,11,16,27,1
226372,1,16,13,14,22,1
226373,1,6,7,8,17,1
226373,1,6,10,13,31,1
226373,1,6,10,15,35,1
226373,1,6,12,12,15,1
226373,1,6,12,14,27,1
226373,1,6,13,15,33,1
226375,0,13,5,17,36,1
226375,0,13,6,8,32,1
226375,0,13,6,13,31,1
226375,0,13,7,8,17,1
226375,0,13,7,14,17,1
226375,0,13,8,10,27,1
226375,0,13,9,18,22,1
226375,0,13,10,12,14,1
226375,0,13,10,15,35,1
226375,0,13,10,17,30,1
226375,0,13,12,14,27,1
226375,0,13,12,15,17,1
226375,0,13,13,14,14,1
226376,1,8,7,7,27,1
226376,1,8,7,8,17,1
226376,1,8,10,15,35,1
226376,1,8,10,16,17,1
226376,1,8,11,16,27,1
226376,1,8,12,12,15,1
226376,1,8,12,14,27,1
226376,1,8,13,15,33,1
226377,1,9,7,11,19,1
226377,1,9,7,12,17,1
226377,1,9,8,12,13,1
226377,1,9,9,10,24,1
226377,1,9,9,17,36,1
226377,1,9,9,18,21,1
226377,1,9,10,10,23,1
226377,1,9,10,13,23,1
226377,1,9,13,17,33,1
226378,0,12,6,11,34,1
226378,0,12,7,7,27,1
226378,0,12,7,8,17,1
226378,0,12,7,12,29,1
226378,0,12,9,11,35,1
226378,0,12,10,13,31,1
226378,0,12,10,15,35,1
226378,0,12,10,16,17,1
226378,0,12,11,16,27,1
226378,0,12,12,12,15,1
226378,0,12,12,14,27,1
226378,0,12,13,15,33,1
226379,0,12,6,10,26,1
226379,0,12,8,8,32,1
226379,0,12,8,11,12,1
226379,0,12,9,10,24,1
226379,0,12,10,11,25,1
226379,0,12,10,13,14,1
226379,0,12,11,12,29,1
226379,0,12,11,15,27,1
226379,0,12,11,18,23,1
226379,0,12,12,17,28,1
226379,0,12,13,17,33,1
226379,0,12,15,17,31,1
226380,0,11,7,7,27,1
226380,0,11,7,8,17,1
226380,0,11,9,10,24,1
226380,0,11,10,13,31,1
226380,0,11,10,15,35,1
226380,0,11,10,16,17,1
226380,0,11,11,16,27,1
226380,0,11,12,12,15,1
226380,0,11,12,14,27,1
226380,0,11,13,15,33,1
226380,0,11,13,17,33,1
226381,1,13,5,17,36,1
226381,1,13,6,8,32,1
226381,1,13,6,13,16,1
226381,1,13,6,13,31,1
226381,1,13,7,14,17,1
226381,1,13,8,10,27,1
226381,1,13,9,18,22,1
226381,1,13,10,12,14,1
226381,1,13,10,14,23,1
226381,1,13,10,17,30,1
226381,1,13,12,15,17,1
226381,1,13,13,14,14,1
226381,1,13,14,15,20,1
226382,1,15,5,6,26,1
226382,1,15,6,9,25,1
226382,1,15,6,11,34,1
226382,1,15,7,9,25,1
226382,1,15,7,9,33,1
226382,1,15,7,12,17,1
226382,1,15,7,12,29,1
226382,1,15,7,13,17,1
226382,1,15,8,9,14,1
226382,1,15,9,11,35,1
226382,1,15,10,10,23,1
226382,1,15,10,13,13,1
226382,1,15,11,13,26,1
226382,1,15,13,14,22,1
226382,1,15,14,17,19,1
226384,1,8,6,8,32,1
226384,1,8,6,13,31,1
226384,1,8,7,14,17,1
226384,1,8,8,10,27,1
226384,1,8,9,18,22,1
226384,1,8,10,17,30,1
226384,1,8,12,15,17,1
226384,1,8,13,14,14,1
226385,1,16,5,6,26,1
226385,1,16,6,11,34,1
226385,1,16,6,13,31,1
226385,1,16,7,9,25,1
226385,1,16,7,9,33,1
226385,1,16,7,12,17,1
226385,1,16,7,12,29,1
226385,1,16,7,13,17,1
226385,1,16,7,14,17,1
226385,1,16,8,9,14,1
226385,1,16,8,10,27,1
226385,1,16,9,11,35,1
226385,1,16,10,10,23,1
226385,1,16,10,13,13,1
226385,1,16,11,13,26,1
226385,1,16,13,14,22,1
226386,1,9,6,10,26,1
226386,1,9,7,8,17,1
226386,1,9,8,8,32,1
226386,1,9,10,13,31,1
226386,1,9,10,15,35,1
226386,1,9,11,15,27,1
226386,1,9,12,12,15,1
226386,1,9,12,14,27,1
226386,1,9,13,15,33,1
226387,0,10,6,10,26,1
226387,0,10,7,7,27,1
226387,0,10,8,8,32,1
226387,0,10,10,13,14,1
226387,0,10,10,16,17,1
226387,0,10,11,15,27,1
226387,0,10,11,16,27,1
226387,0,10,11,18,23,1
226387,0,10,12,17,28,1
226387,0,10,15,17,31,1
226389,1,8,7,7,27,1
226389,1,8,7,11,19,1
226389,1,8,8,12,13,1
226389,1,8,9,17,36,1
226389,1,8,9,18,21,1
226389,1,8,10,13,23,1
226389,1,8,10,16,17,1
226389,1,8,11,16,27,1
226390,1,9,5,17,36,1
226390,1,9,6,13,31,1
226390,1,9,7,14,17,1
226390,1,9,8,10,27,1
226390,1,9,9,18,22,1
226390,1,9,10,12,14,1
226390,1,9,12,12,15,1
226390,1,9,13,14,14,1
226390,1,9,13,15,33,1
226391,0,10,7,8,17,1
226391,0,10,8,11,12,1
226391,0,10,10,11,25,1
226391,0,10,10,13,14,1
226391,0,10,10,15,35,1
226391,0,10,11,12,29,1
226391,0,10,11,18,23,1
226391,0,10,12,14,27,1
226391,0,10,12,17,28,1
226391,0,10,15,17,31,1
226393,1,8,6,10,26,1
226393,1,8,8,8,32,1
226393,1,8,10,13,14,1
226393,1,8,10,13,31,1
226393,1,8,11,15,27,1
226393,1,8,11,18,23,1
226393,1,8,12,17,28,1
226393,1,8,15,17,31,1
226394,1,8,6,13,16,1
226394,1,8,7,12,17,1
226394,1,8,10,10,23,1
226394,1,8,10,14,23,1
226394,1,8,11,14,32,1
226394,1,8,11,16,26,1
226394,1,8,11,17,31,1
226394,1,8,14,15,20,1
226395,0,13,5,6,26,1
226395,0,13,6,11,34,1
226395,0,13,7,9,25,1
226395,0,13,7,9,33,1
226395,0,13,7,12,17,1
226395,0,13,7,12,29,1
226395,0,13,9,11,35,1
226395,0,13,10,10,23,1
226395,0,13,10,13,13,1
226395,0,13,11,18,23,1
226395,0,13,12,17,28,1
226395,0,13,13,14,22,1
226395,0,13,15,17,31,1
226396,1,12,5,6,26,1
226396,1,12,5,17,36,1
226396,1,12,6,11,34,1
226396,1,12,7,9,25,1
226396,1,12,7,9,33,1
226396,1,12,7,12,17,1
226396,1,12,7,12,29,1
226396,1,12,9,11,35,1
226396,1,12,10,10,23,1
226396,1,12,10,12,14,1
226396,1,12,10,13,13,1
226396,1,12,13,14,22,1
226397,1,5,7,9,33,1
226397,1,5,7,11,19,1
226397,1,5,9,10,24,1
226397,1,5,9,17,36,1
226397,1,5,13,17,33,1
226398,1,12,5,6,26,1
226398,1,12,6,11,34,1
226398,1,12,7,9,25,1
226398,1,12,7,9,33,1
226398,1,12,7,11,19,1
226398,1,12,7,12,29,1
226398,1,12,7,13,17,1
226398,1,12,8,9,14,1
226398,1,12,9,11,35,1
226398,1,12,10,13,13,1
226398,1,12,11,13,26,1
226398,1,12,13,14,22,1
226399,0,10,6,10,26,1
226399,0,10,8,8,32,1
226399,0,10,10,13,14,1
226399,0,10,11,14,32,1
226399,0,10,11,15,27,1
226399,0,10,11,16,26,1
226399,0,10,11,17,31,1
226399,0,10,11,18,23,1
226399,0,10,12,17,28,1
226399,0,10,15,17,31,1
226400,0,9,7,8,17,1
226400,0,9,10,13,31,1
226400,0,9,10,15,35,1
226400,0,9,11,14,32,1
226400,0,9,11,16,26,1
226400,0,9,11,17,31,1
226400,0,9,12,12,15,1
226400,0,9,12,14,27,1
226400,0,9,13,15,33,1
226401,1,9,5,17,36,1
226401,1,9,6,13,31,1
226401,1,9,7,9,25,1
226401,1,9,7,14,17,1
226401,1,9,8,10,27,1
226401,1,9,9,18,22,1
226401,1,9,10,12,14,1
226401,1,9,10,13,13,1
226401,1,9,13,14,14,1
226402,1,10,5,17,36,1
226402,1,10,6,13,31,1
226402,1,10,7,14,17,1
226402,1,10,8,10,27,1
226402,1,10,9,18,22,1
226402,1,10,10,12,14,1
226402,1,10,11,14,32,1
226402,1,10,11,16,26,1
226402,1,10,11,17,31,1
226402,1,10,13,14,14,1
226403,1,15,5,6,26,1
226403,1,15,6,11,34,1
226403,1,15,7,9,25,1
226403,1,15,7,9,33,1
226403,1,15,7,12,29,1
226403,1,15,7,13,17,1
226403,1,15,8,9,14,1
226403,1,15,8,11,12,1
226403,1,15,9,11,35,1
226403,1,15,10,11,25,1
226403,1,15,10,13,13,1
226403,1,15,10,13,14,1
226403,1,15,11,12,29,1
226403,1,15,11,13,26,1
226403,1,15,13,14,22,1
226404,1,6,7,8,17,1
226404,1,6,7,12,17,1
226404,1,6,10,10,23,1
226404,1,6,10,13,31,1
226404,1,6,10,15,35,1
226404,1,6,12,14,27,1
226405,1,9,6,11,34,1
226405,1,9,7,7,27,1
226405,1,9,7,9,33,1
226405,1,9,7,12,29,1
226405,1,9,9,11,35,1
226405,1,9,10,16,17,1
226405,1,9,11,16,27,1
226405,1,9,12,12,15,1
226405,1,9,13,15,33,1
226406,1,9,6,13,16,1
226406,1,9,7,8,17,1
226406,1,9,10,13,31,1
226406,1,9,10,14,23,1
226406,1,9,10,15,35,1
226406,1,9,12,12,15,1
226406,1,9,12,14,27,1
226406,1,9,13,15,33,1
226406,1,9,14,15,20,1
226407,1,4,9,17,36,1
226407,1,4,11,14,32,1
226407,1,4,11,16,26,1
226407,1,4,11,17,31,1
226408,1,7,6,13,31,1
226408,1,7,7,11,19,1
226408,1,7,7,14,17,1
226408,1,7,8,10,27,1
226408,1,7,9,17,36,1
226408,1,7,9,18,22,1
226408,1,7,13,14,14,1
226409,1,14,5,6,26,1
226409,1,14,6,11,34,1
226409,1,14,7,9,25,1
226409,1,14,7,9,33,1
226409,1,14,7,12,17,1
226409,1,14,7,12,29,1
226409,1,14,7,13,17,1
226409,1,14,8,9,14,1
226409,1,14,9,11,35,1
226409,1,14,10,10,23,1
226409,1,14,10,13,13,1
226409,1,14,10,13,14,1
226409,1,14,11,13,26,1
226409,1,14,13,14,22,1
226413,0,13,6,10,26,1
226413,0,13,7,8,17,1
226413,0,13,8,8,32,1
226413,0,13,8,11,12,1
226413,0,13,10,11,25,1
226413,0,13,10,13,14,1
226413,0,13,10,15,35,1
226413,0,13,11,12,29,1
226413,0,13,11,15,27,1
226413,0,13,11,18,23,1
226413,0,13,12,14,27,1
226413,0,13,12,17,28,1
226413,0,13,15,17,31,1
226415,1,11,5,6,26,1
226415,1,11,6,11,34,1
226415,1,11,7,9,25,1
226415,1,11,7,9,33,1
226415,1,11,7,12,29,1
226415,1,11,7,13,17,1
226415,1,11,8,9,14,1
226415,1,11,9,11,35,1
226415,1,11,10,13,13,1
226415,1,11,11,13,26,1
226415,1,11,13,14,22,1
226417,1,12,5,17,36,1
226417,1,12,6,8,32,1
226417,1,12,6,13,31,1
226417,1,12,7,9,25,1
226417,1,12,7,14,17,1
226417,1,12,8,10,27,1
226417,1,12,9,18,22,1
226417,1,12,10,12,14,1
226417,1,12,10,13,13,1
226417,1,12,10,17,30,1
226417,1,12,12,15,17,1
226417,1,12,13,14,14,1
226418,1,12,5,6,26,1
226418,1,12,5,17,36,1
226418,1,12,6,8,32,1
226418,1,12,6,13,31,1
226418,1,12,7,14,17,1
226418,1,12,8,10,27,1
226418,1,12,9,18,22,1
226418,1,12,10,12,14,1
226418,1,12,10,17,30,1
226418,1,12,12,15,17,1
226418,1,12,13,14,14,1
226418,1,12,13,14,22,1
226419,1,11,6,10,26,1
226419,1,11,7,9,33,1
226419,1,11,8,8,32,1
226419,1,11,8,11,12,1
226419,1,11,10,11,25,1
226419,1,11,10,13,14,1
226419,1,11,11,12,29,1
226419,1,11,11,15,27,1
226419,1,11,11,18,23,1
226419,1,11,12,17,28,1
226419,1,11,15,17,31,1
226420,0,13,6,10,26,1
226420,0,13,6,11,34,1
226420,0,13,7,12,29,1
226420,0,13,8,8,32,1
226420,0,13,8,11,12,1
226420,0,13,9,11,35,1
226420,0,13,10,11,25,1
226420,0,13,10,13,14,1
226420,0,13,11,12,29,1
226420,0,13,11,15,27,1
226420,0,13,11,18,23,1
226420,0,13,12,17,28,1
226420,0,13,15,17,31,1
226421,1,14,5,6,26,1
226421,1,14,6,11,34,1
226421,1,14,7,9,25,1
226421,1,14,7,9,33,1
226421,1,14,7,12,17,1
226421,1,14,7,12,29,1
226421,1,14,7,13,17,1
226421,1,14,8,9,14,1
226421,1,14,9,11,35,1
226421,1,14,9,17,36,1
226421,1,14,10,10,23,1
226421,1,14,10,13,13,1
226421,1,14,11,13,26,1
226421,1,14,13,14,22,1
226422,1,6,7,11,19,1
226422,1,6,8,12,13,1
226422,1,6,9,10,24,1
226422,1,6,9,18,21,1
226422,1,6,10,13,23,1
226422,1,6,13,17,33,1
226424,1,6,8,12,13,1
226424,1,6,9,10,24,1
226424,1,6,9,17,36,1
226424,1,6,9,18,21,1
226424,1,6,10,13,23,1
226424,1,6,13,17,33,1
226425,1,5,7,11,19,1
226425,1,5,8,12,13,1
226425,1,5,9,17,36,1
226425,1,5,9,18,21,1
226425,1,5,10,13,23,1
226430,0,13,6,8,32,1
226430,0,13,6,10,26,1
226430,0,13,8,8,32,1
226430,0,13,8,11,12,1
226430,0,13,10,11,25,1
226430,0,13,10,13,14,1
226430,0,13,10,17,30,1
226430,0,13,11,12,29,1
226430,0,13,11,15,27,1
226430,0,13,11,18,23,1
226430,0,13,12,15,17,1
226430,0,13,12,17,28,1
226430,0,13,15,17,31,1
226431,0,10,6,8,32,1
226431,0,10,7,11,19,1
226431,0,10,8,12,13,1
226431,0,10,9,10,24,1
226431,0,10,9,17,36,1
226431,0,10,9,18,21,1
226431,0,10,10,13,23,1
226431,0,10,10,17,30,1
226431,0,10,12,15,17,1
226431,0,10,13,17,33,1
226433,0,11,6,8,32,1
226433,0,11,6,9,25,1
226433,0,11,6,13,16,1
226433,0,11,10,14,23,1
226433,0,11,10,17,30,1
226433,0,11,11,14,32,1
226433,0,11,11,16,26,1
226433,0,11,11,17,31,1
226433,0,11,12,15,17,1
226433,0,11,14,15,20,1
226433,0,11,14,17,19,1
226434,1,8,5,17,36,1
226434,1,8,6,8,32,1
226434,1,8,6,13,31,1
226434,1,8,7,14,17,1
226434,1,8,8,10,27,1
226434,1,8,10,12,14,1
226434,1,8,10,17,30,1
226434,1,8,12,15,17,1
226436,0,11,7,7,27,1
226436,0,11,7,8,17,1
226436,0,11,9,18,22,1
226436,0,11,10,13,31,1
226436,0,11,10,15,35,1
226436,0,11,10,16,17,1
226436,0,11,11,16,27,1
226436,0,11,12,12,15,1
226436,0,11,12,14,27,1
226436,0,11,13,14,14,1
226436,0,11,13,15,33,1
226438,1,2,9,18,22,1
226438,1,2,13,14,14,1
226441,1,8,7,7,27,1
226441,1,8,7,8,17,1
226441,1,8,10,13,14,1
226441,1,8,10,13,31,1
226441,1,8,10,15,35,1
226441,1,8,10,16,17,1
226441,1,8,11,16,27,1
226441,1,8,12,14,27,1
226442,1,9,8,11,12,1
226442,1,9,8,12,13,1
226442,1,9,9,10,24,1
226442,1,9,9,17,36,1
226442,1,9,9,18,21,1
226442,1,9,10,11,25,1
226442,1,9,10,13,23,1
226442,1,9,11,12,29,1
226442,1,9,13,17,33,1
226444,1,7,7,7,27,1
226444,1,7,7,11,19,1
226444,1,7,9,10,24,1
226444,1,7,9,17,36,1
226444,1,7,10,16,17,1
226444,1,7,11,16,27,1
226444,1,7,13,17,33,1
226445,1,11,5,17,36,1
226445,1,11,6,8,32,1
226445,1,11,6,13,31,1
226445,1,11,7,7,27,1
226445,1,11,7,14,17,1
226445,1,11,8,10,27,1
226445,1,11,10,12,14,1
226445,1,11,10,16,17,1
226445,1,11,10,17,30,1
226445,1,11,11,16,27,1
226445,1,11,12,15,17,1
226446,1,11,7,7,27,1
226446,1,11,7,8,17,1
226446,1,11,8,12,13,1
226446,1,11,9,18,21,1
226446,1,11,10,13,23,1
226446,1,11,10,15,35,1
226446,1,11,10,16,17,1
226446,1,11,11,16,27,1
226446,1,11,12,12,15,1
226446,1,11,12,14,27,1
226446,1,11,13,15,33,1
226447,1,14,5,6,26,1
226447,1,14,6,11,34,1
226447,1,14,7,7,27,1
226447,1,14,7,9,25,1
226447,1,14,7,9,33,1
226447,1,14,7,12,29,1
226447,1,14,7,13,17,1
226447,1,14,8,9,14,1
226447,1,14,9,11,35,1
226447,1,14,10,13,13,1
226447,1,14,10,16,17,1
226447,1,14,11,13,26,1
226447,1,14,11,16,27,1
226447,1,14,13,14,22,1
226448,1,9,7,7,27,1
226448,1,9,7,8,17,1
226448,1,9,7,12,17,1
226448,1,9,10,10,23,1
226448,1,9,10,13,31,1
226448,1,9,10,15,35,1
226448,1,9,10,16,17,1
226448,1,9,11,16,27,1
226448,1,9,12,14,27,1
226449,1,12,5,6,26,1
226449,1,12,6,11,34,1
226449,1,12,7,9,25,1
226449,1,12,7,9,33,1
226449,1,12,7,12,29,1
226449,1,12,7,13,17,1
226449,1,12,8,9,14,1
226449,1,12,9,11,35,1
226449,1,12,9,17,36,1
226449,1,12,10,13,13,1
226449,1,12,11,13,26,1
226449,1,12,13,14,22,1
226450,1,7,6,9,25,1
226450,1,7,6,13,16,1
226450,1,7,7,12,17,1
226450,1,7,10,10,23,1
226450,1,7,10,14,23,1
226450,1,7,14,15,20,1
226450,1,7,14,17,19,1
226451,1,9,5,17,36,1
226451,1,9,6,8,32,1
226451,1,9,7,12,17,1
