instance_name,order_id,p,q,r
BSP_100_O6_2_2_6.xml,53,40.0,18.0,16.0
BSP_100_O6_2_2_6.xml,54,21.0,19.0,16.0
BSP_100_O6_2_2_6.xml,55,17.0,14.0,10.0
BSP_100_O6_2_2_6.xml,56,38.0,24.0,12.0
BSP_100_O6_2_2_6.xml,57,74.0,40.0,32.0
BSP_100_O6_2_2_6.xml,58,39.0,29.0,15.0
BSP_100_O6_2_2_6.xml,59,49.0,35.0,25.0
BSP_100_O6_2_2_6.xml,60,20.0,12.0,12.0
BSP_100_O6_2_2_6.xml,60,20.0,12.0,12.0
BSP_100_O6_2_2_6.xml,61,45.0,37.0,21.0
BSP_100_O6_2_2_6.xml,62,39.0,31.0,28.0
BSP_100_O6_2_2_6.xml,63,45.0,35.0,33.0
BSP_100_O6_2_2_6.xml,64,26.0,17.0,17.0
BSP_100_O6_2_2_6.xml,64,26.0,17.0,17.0
BSP_100_O6_2_2_6.xml,65,35.0,25.0,5.0
BSP_100_O6_2_2_6.xml,65,35.0,25.0,5.0
BSP_100_O6_2_2_6.xml,66,21.0,21.0,19.0
BSP_100_O6_2_2_6.xml,67,17.0,12.0,7.0
BSP_100_O6_2_2_6.xml,67,35.0,30.0,30.0
BSP_100_O6_2_2_6.xml,68,15.0,9.0,8.0
BSP_100_O6_2_2_6.xml,69,29.0,27.0,27.0
BSP_100_O6_2_2_6.xml,69,29.0,27.0,27.0
BSP_100_O6_2_2_6.xml,70,100.0,20.0,10.0
BSP_100_O6_2_2_6.xml,71,16.0,11.0,11.0
BSP_100_O6_2_2_6.xml,71,16.0,11.0,11.0
BSP_100_O6_2_2_6.xml,72,35.0,35.0,35.0
BSP_100_O6_2_2_6.xml,72,35.0,35.0,35.0
BSP_100_O6_2_2_6.xml,72,35.0,35.0,35.0
BSP_100_O6_2_2_6.xml,73,45.0,33.0,26.0
BSP_100_O6_2_2_6.xml,73,45.0,33.0,26.0
BSP_100_O6_2_2_6.xml,74,105.0,16.0,14.0
BSP_100_O6_2_2_6.xml,74,105.0,16.0,14.0
BSP_100_O6_2_2_6.xml,75,21.0,21.0,10.0
BSP_100_O6_2_2_6.xml,76,46.0,45.0,12.0
BSP_100_O6_2_2_6.xml,77,43.0,28.0,15.0
BSP_100_O6_2_2_6.xml,78,60.0,50.0,20.0
BSP_100_O6_2_2_6.xml,79,45.0,16.0,15.0
BSP_100_O6_2_2_6.xml,80,21.0,19.0,18.0
BSP_100_O6_2_2_6.xml,81,38.0,38.0,22.0
BSP_100_O6_2_2_6.xml,81,38.0,38.0,22.0
BSP_100_O6_2_2_6.xml,82,52.0,52.0,52.0
BSP_100_O6_2_2_6.xml,83,30.0,30.0,10.0
BSP_100_O6_2_2_6.xml,83,18.0,15.0,13.0
BSP_100_O6_2_2_6.xml,84,78.0,53.0,12.0
BSP_100_O6_2_2_6.xml,85,68.0,44.0,35.0
BSP_100_O6_2_2_6.xml,85,17.0,11.0,6.0
BSP_100_O6_2_2_6.xml,86,31.0,13.0,13.0
BSP_100_O6_2_2_6.xml,87,70.0,56.0,18.0
BSP_100_O6_2_2_6.xml,88,38.0,30.0,28.0
BSP_100_O6_2_2_6.xml,88,38.0,30.0,28.0
BSP_100_O6_2_2_6.xml,89,31.0,13.0,11.0
BSP_100_O6_2_2_6.xml,90,81.0,50.0,24.0
BSP_100_O6_2_2_6.xml,91,53.0,18.0,8.0
BSP_100_O6_2_2_6.xml,91,53.0,18.0,8.0
BSP_100_O6_2_2_6.xml,91,53.0,18.0,8.0
BSP_100_O6_2_2_6.xml,92,40.0,30.0,20.0
BSP_100_O6_2_2_6.xml,92,40.0,30.0,20.0
BSP_100_O6_2_2_6.xml,92,40.0,30.0,20.0
BSP_100_O6_2_2_6.xml,93,37.0,35.0,10.0
BSP_100_O6_2_2_6.xml,93,37.0,37.0,10.0
BSP_100_O6_2_2_6.xml,93,37.0,37.0,10.0
BSP_100_O6_2_2_6.xml,93,37.0,37.0,10.0
BSP_100_O6_2_2_6.xml,94,34.0,34.0,18.0
BSP_100_O6_2_2_6.xml,94,34.0,34.0,18.0
BSP_100_O6_2_2_6.xml,94,34.0,34.0,18.0
BSP_100_O6_2_2_6.xml,95,25.0,23.0,23.0
BSP_100_O6_2_2_6.xml,95,30.0,30.0,30.0
BSP_100_O6_2_2_6.xml,95,30.0,30.0,30.0
BSP_100_O6_2_2_6.xml,96,46.0,39.0,13.0
BSP_100_O6_2_2_6.xml,96,41.0,36.0,8.0
BSP_100_O6_2_2_6.xml,96,34.0,32.0,7.0
BSP_100_O6_2_2_6.xml,97,24.0,21.0,19.0
BSP_100_O6_2_2_6.xml,97,24.0,21.0,19.0
BSP_100_O6_2_2_6.xml,97,24.0,21.0,19.0
BSP_100_O6_2_2_6.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_6.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_6.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_6.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_6.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_6.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_6.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_6.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_6.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_6.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_7.xml,0,48.0,39.0,10.0
BSP_100_O6_2_2_7.xml,1,28.0,26.0,10.0
BSP_100_O6_2_2_7.xml,1,28.0,28.0,10.0
BSP_100_O6_2_2_7.xml,1,26.0,20.0,6.0
BSP_100_O6_2_2_7.xml,2,48.0,17.0,16.0
BSP_100_O6_2_2_7.xml,3,43.0,18.0,18.0
BSP_100_O6_2_2_7.xml,4,55.0,41.0,35.0
BSP_100_O6_2_2_7.xml,5,36.0,36.0,16.0
BSP_100_O6_2_2_7.xml,6,57.0,17.0,17.0
BSP_100_O6_2_2_7.xml,7,70.0,70.0,37.0
BSP_100_O6_2_2_7.xml,8,38.0,38.0,14.0
BSP_100_O6_2_2_7.xml,9,34.0,30.0,29.0
BSP_100_O6_2_2_7.xml,10,40.0,40.0,12.0
BSP_100_O6_2_2_7.xml,10,26.0,26.0,12.0
BSP_100_O6_2_2_7.xml,11,55.0,37.0,28.0
BSP_100_O6_2_2_7.xml,11,55.0,37.0,28.0
BSP_100_O6_2_2_7.xml,12,38.0,19.0,18.0
BSP_100_O6_2_2_7.xml,13,82.0,18.0,12.0
BSP_100_O6_2_2_7.xml,14,44.0,38.0,14.0
BSP_100_O6_2_2_7.xml,15,102.0,43.0,30.0
BSP_100_O6_2_2_7.xml,15,55.0,40.0,40.0
BSP_100_O6_2_2_7.xml,16,30.0,30.0,19.0
BSP_100_O6_2_2_7.xml,16,55.0,37.0,28.0
BSP_100_O6_2_2_7.xml,17,65.0,45.0,20.0
BSP_100_O6_2_2_7.xml,17,65.0,45.0,20.0
BSP_100_O6_2_2_7.xml,18,71.0,71.0,8.0
BSP_100_O6_2_2_7.xml,19,16.0,14.0,11.0
BSP_100_O6_2_2_7.xml,19,18.0,15.0,12.0
BSP_100_O6_2_2_7.xml,20,37.0,11.0,3.0
BSP_100_O6_2_2_7.xml,21,20.0,15.0,9.0
BSP_100_O6_2_2_7.xml,21,20.0,15.0,9.0
BSP_100_O6_2_2_7.xml,22,18.0,12.0,12.0
BSP_100_O6_2_2_7.xml,22,19.0,13.0,13.0
BSP_100_O6_2_2_7.xml,23,30.0,24.0,12.0
BSP_100_O6_2_2_7.xml,23,30.0,24.0,12.0
BSP_100_O6_2_2_7.xml,24,23.0,21.0,11.0
BSP_100_O6_2_2_7.xml,25,26.0,12.0,4.0
BSP_100_O6_2_2_7.xml,26,30.0,30.0,22.0
BSP_100_O6_2_2_7.xml,26,35.0,25.0,2.0
BSP_100_O6_2_2_7.xml,27,28.0,20.0,12.0
BSP_100_O6_2_2_7.xml,28,63.0,63.0,9.0
BSP_100_O6_2_2_7.xml,28,63.0,63.0,9.0
BSP_100_O6_2_2_7.xml,29,25.0,21.0,20.0
BSP_100_O6_2_2_7.xml,29,25.0,21.0,20.0
BSP_100_O6_2_2_7.xml,30,44.0,39.0,20.0
BSP_100_O6_2_2_7.xml,31,23.0,23.0,22.0
BSP_100_O6_2_2_7.xml,31,28.0,23.0,16.0
BSP_100_O6_2_2_7.xml,32,46.0,36.0,11.0
BSP_100_O6_2_2_7.xml,33,75.0,11.0,11.0
BSP_100_O6_2_2_7.xml,33,75.0,11.0,11.0
BSP_100_O6_2_2_7.xml,34,45.0,40.0,39.0
BSP_100_O6_2_2_7.xml,34,45.0,40.0,39.0
BSP_100_O6_2_2_7.xml,35,18.0,15.0,10.0
BSP_100_O6_2_2_7.xml,35,17.0,16.0,12.0
BSP_100_O6_2_2_7.xml,36,37.0,23.0,19.0
BSP_100_O6_2_2_7.xml,37,30.0,25.0,10.0
BSP_100_O6_2_2_7.xml,37,30.0,25.0,10.0
BSP_100_O6_2_2_7.xml,38,36.0,29.0,6.0
BSP_100_O6_2_2_7.xml,39,31.0,27.0,2.0
BSP_100_O6_2_2_7.xml,40,20.0,16.0,11.0
BSP_100_O6_2_2_7.xml,40,20.0,16.0,11.0
BSP_100_O6_2_2_7.xml,41,29.0,21.0,14.0
BSP_100_O6_2_2_7.xml,42,68.0,40.0,40.0
BSP_100_O6_2_2_7.xml,43,42.0,17.0,17.0
BSP_100_O6_2_2_7.xml,44,23.0,11.0,2.0
BSP_100_O6_2_2_7.xml,45,30.0,26.0,20.0
BSP_100_O6_2_2_7.xml,45,32.0,29.0,17.0
BSP_100_O6_2_2_7.xml,46,16.0,11.0,6.0
BSP_100_O6_2_2_7.xml,46,74.0,13.0,10.0
BSP_100_O6_2_2_7.xml,47,16.0,13.0,11.0
BSP_100_O6_2_2_7.xml,47,16.0,13.0,11.0
BSP_100_O6_2_2_7.xml,48,33.0,19.0,13.0
BSP_100_O6_2_2_7.xml,49,21.0,21.0,17.0
BSP_100_O6_2_2_7.xml,50,90.0,60.0,40.0
BSP_100_O6_2_2_7.xml,51,45.0,30.0,16.0
BSP_100_O6_2_2_7.xml,52,36.0,25.0,15.0
BSP_100_O6_2_2_7.xml,52,36.0,25.0,15.0
BSP_100_O6_2_2_7.xml,53,40.0,18.0,16.0
BSP_100_O6_2_2_7.xml,54,21.0,19.0,16.0
BSP_100_O6_2_2_7.xml,55,17.0,14.0,10.0
BSP_100_O6_2_2_7.xml,56,38.0,24.0,12.0
BSP_100_O6_2_2_7.xml,57,74.0,40.0,32.0
BSP_100_O6_2_2_7.xml,58,39.0,29.0,15.0
BSP_100_O6_2_2_7.xml,59,49.0,35.0,25.0
BSP_100_O6_2_2_7.xml,60,20.0,12.0,12.0
BSP_100_O6_2_2_7.xml,60,20.0,12.0,12.0
BSP_100_O6_2_2_7.xml,61,45.0,37.0,21.0
BSP_100_O6_2_2_7.xml,62,39.0,31.0,28.0
BSP_100_O6_2_2_7.xml,63,45.0,35.0,33.0
BSP_100_O6_2_2_7.xml,64,26.0,17.0,17.0
BSP_100_O6_2_2_7.xml,64,26.0,17.0,17.0
BSP_100_O6_2_2_7.xml,65,35.0,25.0,5.0
BSP_100_O6_2_2_7.xml,65,35.0,25.0,5.0
BSP_100_O6_2_2_7.xml,66,21.0,21.0,19.0
BSP_100_O6_2_2_7.xml,67,17.0,12.0,7.0
BSP_100_O6_2_2_7.xml,67,35.0,30.0,30.0
BSP_100_O6_2_2_7.xml,68,15.0,9.0,8.0
BSP_100_O6_2_2_7.xml,69,29.0,27.0,27.0
BSP_100_O6_2_2_7.xml,69,29.0,27.0,27.0
BSP_100_O6_2_2_7.xml,70,100.0,20.0,10.0
BSP_100_O6_2_2_7.xml,71,16.0,11.0,11.0
BSP_100_O6_2_2_7.xml,71,16.0,11.0,11.0
BSP_100_O6_2_2_7.xml,72,35.0,35.0,35.0
BSP_100_O6_2_2_7.xml,72,35.0,35.0,35.0
BSP_100_O6_2_2_7.xml,72,35.0,35.0,35.0
BSP_100_O6_2_2_7.xml,73,45.0,33.0,26.0
BSP_100_O6_2_2_7.xml,73,45.0,33.0,26.0
BSP_100_O6_2_2_7.xml,74,105.0,16.0,14.0
BSP_100_O6_2_2_7.xml,74,105.0,16.0,14.0
BSP_100_O6_2_2_7.xml,75,21.0,21.0,10.0
BSP_100_O6_2_2_7.xml,76,46.0,45.0,12.0
BSP_100_O6_2_2_7.xml,77,43.0,28.0,15.0
BSP_100_O6_2_2_7.xml,78,60.0,50.0,20.0
BSP_100_O6_2_2_7.xml,79,45.0,16.0,15.0
BSP_100_O6_2_2_7.xml,80,21.0,19.0,18.0
BSP_100_O6_2_2_7.xml,81,38.0,38.0,22.0
BSP_100_O6_2_2_7.xml,81,38.0,38.0,22.0
BSP_100_O6_2_2_7.xml,82,52.0,52.0,52.0
BSP_100_O6_2_2_7.xml,83,30.0,30.0,10.0
BSP_100_O6_2_2_7.xml,83,18.0,15.0,13.0
BSP_100_O6_2_2_7.xml,84,78.0,53.0,12.0
BSP_100_O6_2_2_7.xml,85,68.0,44.0,35.0
BSP_100_O6_2_2_7.xml,85,17.0,11.0,6.0
BSP_100_O6_2_2_7.xml,86,31.0,13.0,13.0
BSP_100_O6_2_2_7.xml,87,70.0,56.0,18.0
BSP_100_O6_2_2_7.xml,88,38.0,30.0,28.0
BSP_100_O6_2_2_7.xml,88,38.0,30.0,28.0
BSP_100_O6_2_2_7.xml,89,31.0,13.0,11.0
BSP_100_O6_2_2_7.xml,90,81.0,50.0,24.0
BSP_100_O6_2_2_7.xml,91,53.0,18.0,8.0
BSP_100_O6_2_2_7.xml,91,53.0,18.0,8.0
BSP_100_O6_2_2_7.xml,91,53.0,18.0,8.0
BSP_100_O6_2_2_7.xml,92,40.0,30.0,20.0
BSP_100_O6_2_2_7.xml,92,40.0,30.0,20.0
BSP_100_O6_2_2_7.xml,92,40.0,30.0,20.0
BSP_100_O6_2_2_7.xml,93,37.0,35.0,10.0
BSP_100_O6_2_2_7.xml,93,37.0,37.0,10.0
BSP_100_O6_2_2_7.xml,93,37.0,37.0,10.0
BSP_100_O6_2_2_7.xml,93,37.0,37.0,10.0
BSP_100_O6_2_2_7.xml,94,34.0,34.0,18.0
BSP_100_O6_2_2_7.xml,94,34.0,34.0,18.0
BSP_100_O6_2_2_7.xml,94,34.0,34.0,18.0
BSP_100_O6_2_2_7.xml,95,25.0,23.0,23.0
BSP_100_O6_2_2_7.xml,95,30.0,30.0,30.0
BSP_100_O6_2_2_7.xml,95,30.0,30.0,30.0
BSP_100_O6_2_2_7.xml,96,46.0,39.0,13.0
BSP_100_O6_2_2_7.xml,96,41.0,36.0,8.0
BSP_100_O6_2_2_7.xml,96,34.0,32.0,7.0
BSP_100_O6_2_2_7.xml,97,24.0,21.0,19.0
BSP_100_O6_2_2_7.xml,97,24.0,21.0,19.0
BSP_100_O6_2_2_7.xml,97,24.0,21.0,19.0
BSP_100_O6_2_2_7.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_7.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_7.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_7.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_7.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_7.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_7.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_7.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_7.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_7.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_8.xml,0,48.0,39.0,10.0
BSP_100_O6_2_2_8.xml,1,28.0,26.0,10.0
BSP_100_O6_2_2_8.xml,1,28.0,28.0,10.0
BSP_100_O6_2_2_8.xml,1,26.0,20.0,6.0
BSP_100_O6_2_2_8.xml,2,48.0,17.0,16.0
BSP_100_O6_2_2_8.xml,3,43.0,18.0,18.0
BSP_100_O6_2_2_8.xml,4,55.0,41.0,35.0
BSP_100_O6_2_2_8.xml,5,36.0,36.0,16.0
BSP_100_O6_2_2_8.xml,6,57.0,17.0,17.0
BSP_100_O6_2_2_8.xml,7,70.0,70.0,37.0
BSP_100_O6_2_2_8.xml,8,38.0,38.0,14.0
BSP_100_O6_2_2_8.xml,9,34.0,30.0,29.0
BSP_100_O6_2_2_8.xml,10,40.0,40.0,12.0
BSP_100_O6_2_2_8.xml,10,26.0,26.0,12.0
BSP_100_O6_2_2_8.xml,11,55.0,37.0,28.0
BSP_100_O6_2_2_8.xml,11,55.0,37.0,28.0
BSP_100_O6_2_2_8.xml,12,38.0,19.0,18.0
BSP_100_O6_2_2_8.xml,13,82.0,18.0,12.0
BSP_100_O6_2_2_8.xml,14,44.0,38.0,14.0
BSP_100_O6_2_2_8.xml,15,102.0,43.0,30.0
BSP_100_O6_2_2_8.xml,15,55.0,40.0,40.0
BSP_100_O6_2_2_8.xml,16,30.0,30.0,19.0
BSP_100_O6_2_2_8.xml,16,55.0,37.0,28.0
BSP_100_O6_2_2_8.xml,17,65.0,45.0,20.0
BSP_100_O6_2_2_8.xml,17,65.0,45.0,20.0
BSP_100_O6_2_2_8.xml,18,71.0,71.0,8.0
BSP_100_O6_2_2_8.xml,19,16.0,14.0,11.0
BSP_100_O6_2_2_8.xml,19,18.0,15.0,12.0
BSP_100_O6_2_2_8.xml,20,37.0,11.0,3.0
BSP_100_O6_2_2_8.xml,21,20.0,15.0,9.0
BSP_100_O6_2_2_8.xml,21,20.0,15.0,9.0
BSP_100_O6_2_2_8.xml,22,18.0,12.0,12.0
BSP_100_O6_2_2_8.xml,22,19.0,13.0,13.0
BSP_100_O6_2_2_8.xml,23,30.0,24.0,12.0
BSP_100_O6_2_2_8.xml,23,30.0,24.0,12.0
BSP_100_O6_2_2_8.xml,24,23.0,21.0,11.0
BSP_100_O6_2_2_8.xml,25,26.0,12.0,4.0
BSP_100_O6_2_2_8.xml,26,30.0,30.0,22.0
BSP_100_O6_2_2_8.xml,26,35.0,25.0,2.0
BSP_100_O6_2_2_8.xml,27,28.0,20.0,12.0
BSP_100_O6_2_2_8.xml,28,63.0,63.0,9.0
BSP_100_O6_2_2_8.xml,28,63.0,63.0,9.0
BSP_100_O6_2_2_8.xml,29,25.0,21.0,20.0
BSP_100_O6_2_2_8.xml,29,25.0,21.0,20.0
BSP_100_O6_2_2_8.xml,30,44.0,39.0,20.0
BSP_100_O6_2_2_8.xml,31,23.0,23.0,22.0
BSP_100_O6_2_2_8.xml,31,28.0,23.0,16.0
BSP_100_O6_2_2_8.xml,32,46.0,36.0,11.0
BSP_100_O6_2_2_8.xml,33,75.0,11.0,11.0
BSP_100_O6_2_2_8.xml,33,75.0,11.0,11.0
BSP_100_O6_2_2_8.xml,34,45.0,40.0,39.0
BSP_100_O6_2_2_8.xml,34,45.0,40.0,39.0
BSP_100_O6_2_2_8.xml,35,18.0,15.0,10.0
BSP_100_O6_2_2_8.xml,35,17.0,16.0,12.0
BSP_100_O6_2_2_8.xml,36,37.0,23.0,19.0
BSP_100_O6_2_2_8.xml,37,30.0,25.0,10.0
BSP_100_O6_2_2_8.xml,37,30.0,25.0,10.0
BSP_100_O6_2_2_8.xml,38,36.0,29.0,6.0
BSP_100_O6_2_2_8.xml,39,31.0,27.0,2.0
BSP_100_O6_2_2_8.xml,40,20.0,16.0,11.0
BSP_100_O6_2_2_8.xml,40,20.0,16.0,11.0
BSP_100_O6_2_2_8.xml,41,29.0,21.0,14.0
BSP_100_O6_2_2_8.xml,42,68.0,40.0,40.0
BSP_100_O6_2_2_8.xml,43,42.0,17.0,17.0
BSP_100_O6_2_2_8.xml,44,23.0,11.0,2.0
BSP_100_O6_2_2_8.xml,45,30.0,26.0,20.0
BSP_100_O6_2_2_8.xml,45,32.0,29.0,17.0
BSP_100_O6_2_2_8.xml,46,16.0,11.0,6.0
BSP_100_O6_2_2_8.xml,46,74.0,13.0,10.0
BSP_100_O6_2_2_8.xml,47,16.0,13.0,11.0
BSP_100_O6_2_2_8.xml,47,16.0,13.0,11.0
BSP_100_O6_2_2_8.xml,48,33.0,19.0,13.0
BSP_100_O6_2_2_8.xml,49,21.0,21.0,17.0
BSP_100_O6_2_2_8.xml,50,90.0,60.0,40.0
BSP_100_O6_2_2_8.xml,51,45.0,30.0,16.0
BSP_100_O6_2_2_8.xml,52,36.0,25.0,15.0
BSP_100_O6_2_2_8.xml,52,36.0,25.0,15.0
BSP_100_O6_2_2_8.xml,53,40.0,18.0,16.0
BSP_100_O6_2_2_8.xml,54,21.0,19.0,16.0
BSP_100_O6_2_2_8.xml,55,17.0,14.0,10.0
BSP_100_O6_2_2_8.xml,56,38.0,24.0,12.0
BSP_100_O6_2_2_8.xml,57,74.0,40.0,32.0
BSP_100_O6_2_2_8.xml,58,39.0,29.0,15.0
BSP_100_O6_2_2_8.xml,59,49.0,35.0,25.0
BSP_100_O6_2_2_8.xml,60,20.0,12.0,12.0
BSP_100_O6_2_2_8.xml,60,20.0,12.0,12.0
BSP_100_O6_2_2_8.xml,61,45.0,37.0,21.0
BSP_100_O6_2_2_8.xml,62,39.0,31.0,28.0
BSP_100_O6_2_2_8.xml,63,45.0,35.0,33.0
BSP_100_O6_2_2_8.xml,64,26.0,17.0,17.0
BSP_100_O6_2_2_8.xml,64,26.0,17.0,17.0
BSP_100_O6_2_2_8.xml,65,35.0,25.0,5.0
BSP_100_O6_2_2_8.xml,65,35.0,25.0,5.0
BSP_100_O6_2_2_8.xml,66,21.0,21.0,19.0
BSP_100_O6_2_2_8.xml,67,17.0,12.0,7.0
BSP_100_O6_2_2_8.xml,67,35.0,30.0,30.0
BSP_100_O6_2_2_8.xml,68,15.0,9.0,8.0
BSP_100_O6_2_2_8.xml,69,29.0,27.0,27.0
BSP_100_O6_2_2_8.xml,69,29.0,27.0,27.0
BSP_100_O6_2_2_8.xml,70,100.0,20.0,10.0
BSP_100_O6_2_2_8.xml,71,16.0,11.0,11.0
BSP_100_O6_2_2_8.xml,71,16.0,11.0,11.0
BSP_100_O6_2_2_8.xml,72,35.0,35.0,35.0
BSP_100_O6_2_2_8.xml,72,35.0,35.0,35.0
BSP_100_O6_2_2_8.xml,72,35.0,35.0,35.0
BSP_100_O6_2_2_8.xml,73,45.0,33.0,26.0
BSP_100_O6_2_2_8.xml,73,45.0,33.0,26.0
BSP_100_O6_2_2_8.xml,74,105.0,16.0,14.0
BSP_100_O6_2_2_8.xml,74,105.0,16.0,14.0
BSP_100_O6_2_2_8.xml,75,21.0,21.0,10.0
BSP_100_O6_2_2_8.xml,76,46.0,45.0,12.0
BSP_100_O6_2_2_8.xml,77,43.0,28.0,15.0
BSP_100_O6_2_2_8.xml,78,60.0,50.0,20.0
BSP_100_O6_2_2_8.xml,79,45.0,16.0,15.0
BSP_100_O6_2_2_8.xml,80,21.0,19.0,18.0
BSP_100_O6_2_2_8.xml,81,38.0,38.0,22.0
BSP_100_O6_2_2_8.xml,81,38.0,38.0,22.0
BSP_100_O6_2_2_8.xml,82,52.0,52.0,52.0
BSP_100_O6_2_2_8.xml,83,30.0,30.0,10.0
BSP_100_O6_2_2_8.xml,83,18.0,15.0,13.0
BSP_100_O6_2_2_8.xml,84,78.0,53.0,12.0
BSP_100_O6_2_2_8.xml,85,68.0,44.0,35.0
BSP_100_O6_2_2_8.xml,85,17.0,11.0,6.0
BSP_100_O6_2_2_8.xml,86,31.0,13.0,13.0
BSP_100_O6_2_2_8.xml,87,70.0,56.0,18.0
BSP_100_O6_2_2_8.xml,88,38.0,30.0,28.0
BSP_100_O6_2_2_8.xml,88,38.0,30.0,28.0
BSP_100_O6_2_2_8.xml,89,31.0,13.0,11.0
BSP_100_O6_2_2_8.xml,90,81.0,50.0,24.0
BSP_100_O6_2_2_8.xml,91,53.0,18.0,8.0
BSP_100_O6_2_2_8.xml,91,53.0,18.0,8.0
BSP_100_O6_2_2_8.xml,91,53.0,18.0,8.0
BSP_100_O6_2_2_8.xml,92,40.0,30.0,20.0
BSP_100_O6_2_2_8.xml,92,40.0,30.0,20.0
BSP_100_O6_2_2_8.xml,92,40.0,30.0,20.0
BSP_100_O6_2_2_8.xml,93,37.0,35.0,10.0
BSP_100_O6_2_2_8.xml,93,37.0,37.0,10.0
BSP_100_O6_2_2_8.xml,93,37.0,37.0,10.0
BSP_100_O6_2_2_8.xml,93,37.0,37.0,10.0
BSP_100_O6_2_2_8.xml,94,34.0,34.0,18.0
BSP_100_O6_2_2_8.xml,94,34.0,34.0,18.0
BSP_100_O6_2_2_8.xml,94,34.0,34.0,18.0
BSP_100_O6_2_2_8.xml,95,25.0,23.0,23.0
BSP_100_O6_2_2_8.xml,95,30.0,30.0,30.0
BSP_100_O6_2_2_8.xml,95,30.0,30.0,30.0
BSP_100_O6_2_2_8.xml,96,46.0,39.0,13.0
BSP_100_O6_2_2_8.xml,96,41.0,36.0,8.0
BSP_100_O6_2_2_8.xml,96,34.0,32.0,7.0
BSP_100_O6_2_2_8.xml,97,24.0,21.0,19.0
BSP_100_O6_2_2_8.xml,97,24.0,21.0,19.0
BSP_100_O6_2_2_8.xml,97,24.0,21.0,19.0
BSP_100_O6_2_2_8.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_8.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_8.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_8.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_8.xml,98,20.0,20.0,15.0
BSP_100_O6_2_2_8.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_8.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_8.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_8.xml,99,20.0,20.0,18.0
BSP_100_O6_2_2_8.xml,99,20.0,20.0,18.0
BSP_100_O6_2_3_4.xml,0,48.0,39.0,10.0
BSP_100_O6_2_3_4.xml,1,28.0,26.0,10.0
BSP_100_O6_2_3_4.xml,1,28.0,28.0,10.0
BSP_100_O6_2_3_4.xml,1,26.0,20.0,6.0
BSP_100_O6_2_3_4.xml,2,48.0,17.0,16.0
BSP_100_O6_2_3_4.xml,3,43.0,18.0,18.0
BSP_100_O6_2_3_4.xml,4,55.0,41.0,35.0
BSP_100_O6_2_3_4.xml,5,36.0,36.0,16.0
BSP_100_O6_2_3_4.xml,6,57.0,17.0,17.0
BSP_100_O6_2_3_4.xml,7,70.0,70.0,37.0
BSP_100_O6_2_3_4.xml,8,38.0,38.0,14.0
BSP_100_O6_2_3_4.xml,9,34.0,30.0,29.0
BSP_100_O6_2_3_4.xml,10,40.0,40.0,12.0
BSP_100_O6_2_3_4.xml,10,26.0,26.0,12.0
BSP_100_O6_2_3_4.xml,11,55.0,37.0,28.0
BSP_100_O6_2_3_4.xml,11,55.0,37.0,28.0
BSP_100_O6_2_3_4.xml,12,38.0,19.0,18.0
BSP_100_O6_2_3_4.xml,13,82.0,18.0,12.0
BSP_100_O6_2_3_4.xml,14,44.0,38.0,14.0
BSP_100_O6_2_3_4.xml,15,102.0,43.0,30.0
BSP_100_O6_2_3_4.xml,15,55.0,40.0,40.0
BSP_100_O6_2_3_4.xml,16,30.0,30.0,19.0
BSP_100_O6_2_3_4.xml,16,55.0,37.0,28.0
BSP_100_O6_2_3_4.xml,17,65.0,45.0,20.0
BSP_100_O6_2_3_4.xml,17,65.0,45.0,20.0
BSP_100_O6_2_3_4.xml,18,71.0,71.0,8.0
BSP_100_O6_2_3_4.xml,19,16.0,14.0,11.0
BSP_100_O6_2_3_4.xml,19,18.0,15.0,12.0
BSP_100_O6_2_3_4.xml,20,37.0,11.0,3.0
BSP_100_O6_2_3_4.xml,21,20.0,15.0,9.0
BSP_100_O6_2_3_4.xml,21,20.0,15.0,9.0
